timestamp,username,count_rt,text,is_retweeted,user_retweeted
2020-04-02 23:59:25,MelissaKS18,789,"RT @_LE_GENERAL: 💥 PARTAGEZ:  Scène surréaliste à Tourcoing 59 les soignants se révoltent ""y en a marre"" #Confinementjour17 #Macron #corona…",True,_LE_GENERAL
2020-04-02 23:58:49,Chat74460304,789,"RT @_LE_GENERAL: 💥 PARTAGEZ:  Scène surréaliste à Tourcoing 59 les soignants se révoltent ""y en a marre"" #Confinementjour17 #Macron #corona…",True,_LE_GENERAL
2020-04-02 23:57:03,Pronospieuzzy,36,"RT @UnibetFrance: Prochainement sur Unibet TV.

#Confinementjour17 https://t.co/lmsAnLcJnC",True,UnibetFrance
2020-04-02 23:55:52,MktrPr,789,"RT @_LE_GENERAL: 💥 PARTAGEZ:  Scène surréaliste à Tourcoing 59 les soignants se révoltent ""y en a marre"" #Confinementjour17 #Macron #corona…",True,_LE_GENERAL
2020-04-02 23:55:41,VioletteGaberic,616,"RT @R_DeCastelnau: Meme si on me prétend marteau, je continuerai à taper sur mon clou. On les jugera ! On les punira ! 
Dans Marianne cette…",True,R_DeCastelnau
2020-04-02 23:55:33,OosnoOs,616,"RT @R_DeCastelnau: Meme si on me prétend marteau, je continuerai à taper sur mon clou. On les jugera ! On les punira ! 
Dans Marianne cette…",True,R_DeCastelnau
2020-04-02 23:55:16,Gekko75Traveler,734,"RT @_LE_GENERAL: Une infirmière de réa virée de son logement par ses propriétaires, elle témoigne en😢 (📽BFM) #COVID19 #coronavirus #Confine…",True,_LE_GENERAL
2020-04-02 23:54:55,RKeramane,616,"RT @R_DeCastelnau: Meme si on me prétend marteau, je continuerai à taper sur mon clou. On les jugera ! On les punira ! 
Dans Marianne cette…",True,R_DeCastelnau
2020-04-02 23:53:55,metoucm,789,"RT @_LE_GENERAL: 💥 PARTAGEZ:  Scène surréaliste à Tourcoing 59 les soignants se révoltent ""y en a marre"" #Confinementjour17 #Macron #corona…",True,_LE_GENERAL
2020-04-02 23:53:53,IsabelleChipeau,489,"RT @LePoint: « Il faudra que les responsables passent à la caisse, et paient. » 
Sous sa blouse blanche, cet urgentiste médiatique est en f…",True,LePoint
2020-04-02 23:52:59,phielesgarennes,6,"RT @66Mimpatients: [#Confinementjour17 #COVID19] N'est-il pas l'heure d'aller faire les courses ? Pour vs accompagner, nous vous proposons…",True,66Mimpatients
2020-04-02 23:52:05,FabTanger,789,"RT @_LE_GENERAL: 💥 PARTAGEZ:  Scène surréaliste à Tourcoing 59 les soignants se révoltent ""y en a marre"" #Confinementjour17 #Macron #corona…",True,_LE_GENERAL
2020-04-02 23:51:10,LiviadiaSarra,789,"RT @_LE_GENERAL: 💥 PARTAGEZ:  Scène surréaliste à Tourcoing 59 les soignants se révoltent ""y en a marre"" #Confinementjour17 #Macron #corona…",True,_LE_GENERAL
2020-04-02 23:50:44,ladyofrage94,3,"RT @RichardOrlinski: 3 nouveaux dessins sont disponibles 🦖🐆🦛 

🖍https://t.co/h0jzor29se

Bravo et merci encore à tous ceux qui m’envoient l…",True,RichardOrlinski
2020-04-02 23:49:44,Lauselau2,616,"RT @R_DeCastelnau: Meme si on me prétend marteau, je continuerai à taper sur mon clou. On les jugera ! On les punira ! 
Dans Marianne cette…",True,R_DeCastelnau
2020-04-02 23:49:11,Gerard37516850,789,"RT @_LE_GENERAL: 💥 PARTAGEZ:  Scène surréaliste à Tourcoing 59 les soignants se révoltent ""y en a marre"" #Confinementjour17 #Macron #corona…",True,_LE_GENERAL
2020-04-02 23:49:09,MartialPetiot,568,RT @R_DeCastelnau: Coucou les amis ! Alors contents ? Vous avez drôlement fait le bon choix avec le destructeur du service public de santé…,True,R_DeCastelnau
2020-04-02 23:48:18,OkamiYakuza,11,"RT @AlterEco_: Qui va payer les dettes de la crise? #confinementjour17
https://t.co/HDBQRhEhX8 https://t.co/HvN7kmHqYC",True,AlterEco_
2020-04-02 23:48:04,phoenix078,9,"RT @ChantalTV: Every day another day, Paris on Total Lockdown #travel #confinementjour17 https://t.co/PzZA45e1Ae",True,ChantalTV
