timestamp,username,count_rt,text,is_retweeted,user_retweeted
2020-03-27 23:59:20,Colemos59,3485,"RT @AllanBARTE: Qui aurait pu prévoir ça ? Qui ?

#CONFINEMENTJOUR11 #confinement #Covid_19 #COVIDー19 #COVID19 #Tests #masques #COVID2019 #…",True,AllanBARTE
2020-03-27 23:59:14,BeHumanJ,3485,"RT @AllanBARTE: Qui aurait pu prévoir ça ? Qui ?

#CONFINEMENTJOUR11 #confinement #Covid_19 #COVIDー19 #COVID19 #Tests #masques #COVID2019 #…",True,AllanBARTE
2020-03-27 23:59:05,MireilleB_2020,16,"RT @LePoint: « La croissance des personnes admises en réanimation est extrêmement forte depuis 48 heures »
Le président de la région Norman…",True,LePoint
2020-03-27 23:58:33,ElJojoGringo,3485,"RT @AllanBARTE: Qui aurait pu prévoir ça ? Qui ?

#CONFINEMENTJOUR11 #confinement #Covid_19 #COVIDー19 #COVID19 #Tests #masques #COVID2019 #…",True,AllanBARTE
2020-03-27 23:58:27,MChGanivet,1515,"RT @RemyBuisine: Des policiers applaudissent le personnel soignant devant le service des urgences de l’hôpital de Clamart. 

#OnApplaudit #…",True,RemyBuisine
2020-03-27 23:58:17,TrafalgarLooooo,341,"RT @RemyBuisine: C’est véritablement un laboratoire à ciel ouvert à Paris, 10 000 litres de gel hydroalcoolique sont produits chaque jour p…",True,RemyBuisine
2020-03-27 23:56:46,Koko_lasticot,1515,"RT @RemyBuisine: Des policiers applaudissent le personnel soignant devant le service des urgences de l’hôpital de Clamart. 

#OnApplaudit #…",True,RemyBuisine
2020-03-27 23:55:54,unevieille,3,RT @EducateurFR: #CONFINEMENTJOUR11 : Vous disiez quoi déjà ? que tous les #sdf avaient été mis à l’abri ? #COVID19france #Perpignan #Préca…,True,EducateurFR
2020-03-27 23:55:03,NicholsonAlcen1,184,RT @Actu17: 🇫🇷 Des policiers sont venus applaudir le personnel soignant devant le service des urgences de l’hôpital de Clamart ce vendredi…,True,Actu17
2020-03-27 23:54:33,Kniveau,3485,"RT @AllanBARTE: Qui aurait pu prévoir ça ? Qui ?

#CONFINEMENTJOUR11 #confinement #Covid_19 #COVIDー19 #COVID19 #Tests #masques #COVID2019 #…",True,AllanBARTE
2020-03-27 23:53:39,Brigitte14123,1515,"RT @RemyBuisine: Des policiers applaudissent le personnel soignant devant le service des urgences de l’hôpital de Clamart. 

#OnApplaudit #…",True,RemyBuisine
2020-03-27 23:53:23,LDCNewsagency,0,La protection civile prend en charge une malade dans une pharmacie https://t.co/oTdIKSotFq #CONFINEMENTJOUR11… https://t.co/WagxAqiEj8,False,False
2020-03-27 23:53:04,KrysFuller,1515,"RT @RemyBuisine: Des policiers applaudissent le personnel soignant devant le service des urgences de l’hôpital de Clamart. 

#OnApplaudit #…",True,RemyBuisine
2020-03-27 23:52:53,gyrovaguerie,3485,"RT @AllanBARTE: Qui aurait pu prévoir ça ? Qui ?

#CONFINEMENTJOUR11 #confinement #Covid_19 #COVIDー19 #COVID19 #Tests #masques #COVID2019 #…",True,AllanBARTE
2020-03-27 23:52:16,pascalmorelli6,3485,"RT @AllanBARTE: Qui aurait pu prévoir ça ? Qui ?

#CONFINEMENTJOUR11 #confinement #Covid_19 #COVIDー19 #COVID19 #Tests #masques #COVID2019 #…",True,AllanBARTE
2020-03-27 23:52:03,simonelaic,1515,"RT @RemyBuisine: Des policiers applaudissent le personnel soignant devant le service des urgences de l’hôpital de Clamart. 

#OnApplaudit #…",True,RemyBuisine
2020-03-27 23:51:30,totovan10,5,RT @FromDeChevre: C'est la #JournéeNationaleDuFromage ! L’occasion de mettre en avant les produits de nos terroirs &amp; notamment nos #fromage…,True,FromDeChevre
2020-03-27 23:51:07,Constancedu77,1515,"RT @RemyBuisine: Des policiers applaudissent le personnel soignant devant le service des urgences de l’hôpital de Clamart. 

#OnApplaudit #…",True,RemyBuisine
2020-03-27 23:50:18,PhilomeneCleo,17,RT @ChangeFrance: 🔴Une pétition demandant la massification des tests de dépistage du #COVID19 recueille plus de 82 000 signatures en une se…,True,ChangeFrance
2020-03-27 23:48:41,fo_sag,3485,"RT @AllanBARTE: Qui aurait pu prévoir ça ? Qui ?

#CONFINEMENTJOUR11 #confinement #Covid_19 #COVIDー19 #COVID19 #Tests #masques #COVID2019 #…",True,AllanBARTE
2020-03-27 23:47:24,EvelyneYant94,533,RT @LindaKebbab: La BAC de Champigny-sur-Marne interpelle un employé de l’hôpital qui s’apprêtait à revendre un respirateur qu’il avait vol…,True,LindaKebbab
2020-03-27 23:47:07,lechataumasque,1515,"RT @RemyBuisine: Des policiers applaudissent le personnel soignant devant le service des urgences de l’hôpital de Clamart. 

#OnApplaudit #…",True,RemyBuisine
2020-03-27 23:46:58,soun4930,1,À tous ceux qui n’ont pas eu de dates au Paname ce mois ci... On pense à vous #CONFINEMENTJOUR11 @panameartcafe… https://t.co/sUNA1rSCou,False,https
2020-03-27 23:46:52,RomyDepardieu,1515,"RT @RemyBuisine: Des policiers applaudissent le personnel soignant devant le service des urgences de l’hôpital de Clamart. 

#OnApplaudit #…",True,RemyBuisine
2020-03-27 23:46:41,aoxu_,1515,"RT @RemyBuisine: Des policiers applaudissent le personnel soignant devant le service des urgences de l’hôpital de Clamart. 

#OnApplaudit #…",True,RemyBuisine
2020-03-27 23:46:25,AVM7733,184,RT @Actu17: 🇫🇷 Des policiers sont venus applaudir le personnel soignant devant le service des urgences de l’hôpital de Clamart ce vendredi…,True,Actu17
2020-03-27 23:46:09,JyTroy,28,"RT @SamusocialParis: [THREAD #CONFINEMENTJOUR11 #COVID19france]
Cette nuit, 2h du matin à bord d’un camion en plein Paris, une travailleuse…",True,SamusocialParis
2020-03-27 23:45:40,Allan96061284,4,RT @JordananasTV: #CONFINEMENTJOUR11 il se passe quoi ?!!!! Cest chez-moi a gentilly https://t.co/1Nz31IJw8z,True,JordananasTV
2020-03-27 23:45:28,isapivoine,28,"RT @SamusocialParis: [THREAD #CONFINEMENTJOUR11 #COVID19france]
Cette nuit, 2h du matin à bord d’un camion en plein Paris, une travailleuse…",True,SamusocialParis
2020-03-27 23:43:26,Etcaetera_2,27,"RT @AlterEco_: France : une récession d’une violence sans précédent #COVID19france #confinementjour11
👉https://t.co/qVrNaXkkX1 https://t.co…",True,AlterEco_
2020-03-27 23:43:17,sputnik9891,3485,"RT @AllanBARTE: Qui aurait pu prévoir ça ? Qui ?

#CONFINEMENTJOUR11 #confinement #Covid_19 #COVIDー19 #COVID19 #Tests #masques #COVID2019 #…",True,AllanBARTE
