timestamp,username,count_rt,text,is_retweeted,user_retweeted
2020-03-31 23:58:54,WhWally,501,"RT @R_DeCastelnau: Ah bon ? À écouter Macron, Cymès et Cohn Bendit etc... je croyais que les français étaient tous des dénonciateurs pétain…",True,R_DeCastelnau
2020-03-31 23:57:02,Sekou75012,0,"Des challenges,des tuto make up , se maquiller tous sa pour rester confiné chez vous 🤷🏾‍♂️ franchement les vous ête… https://t.co/uEoxwnveNi",False,False
2020-03-31 23:56:42,RayBach677,780,"RT @R_DeCastelnau: Si je vous dis que vous êtes une imbécile d'envergure, c'est pour vous forcer à fermer votre gueule !
Mais vous ne compr…",True,R_DeCastelnau
2020-03-31 23:54:47,florence_gisele,18,RT @LePoint: 15 morts dans un Ehpad des Alpes-Maritimes ➡ https://t.co/cwjVzDviJj #CONFINEMENTJOUR15 #COVID19 https://t.co/YgNMDybo6a,True,LePoint
2020-03-31 23:54:27,Incogni80605049,169,"RT @R_DeCastelnau: Fermez là Bouzou, bon sang ! Fermez là. 
Vous êtes un criminel. 
On vous jugera.
On vous punira.
#CONFINEMENTJOUR15 #LeJ…",True,R_DeCastelnau
2020-03-31 23:53:37,AoiKeiichi,681,"RT @AllanBARTE: Donnez dododoOnnez…

Gérald Darmanin, ministre de l’Action et des comptes publics,lance un appel à la solidarité nationale…",True,AllanBARTE
2020-03-31 23:53:19,christelleRHJ,17,"RT @infofrance2: 🇨🇳😮 Pour ces Chinois, le confinement est source de créativité sur #TikTok.

Après les sportifs et les musiciens, voici les…",True,infofrance2
2020-03-31 23:53:09,benabdul225,5,RT @antonyadavid: Ce #ConfinementJour15 ne s'achève pas bien du tout...Est-ce qu'on peut appuie sur reset ? Allez je vais me coucher et me…,True,antonyadavid
2020-03-31 23:51:55,sitbonponey,42,RT @LePoint: Decathlon retire ses masques de plongée de la vente pour les offrir aux soignants ➡ https://t.co/cwjVzDviJj #CONFINEMENTJOUR15…,True,LePoint
2020-03-31 23:51:47,FleurAvr,5,RT @deverly_b: Bonjour @bouyguestelecom merci de payer vos impôts sans tricher au lieu d’essayer de soutirer de l’argent à vos clients pour…,True,deverly_b
2020-03-31 23:51:06,Nanetteisa,103,"RT @infofrance2: 🇫🇷 / 🇮🇹 Quels sont les avantages du masque de plongée #Decathlon adapté par les soignants français et italiens ?

#JT20h #…",True,infofrance2
2020-03-31 23:50:40,CgtBrieuc,681,"RT @AllanBARTE: Donnez dododoOnnez…

Gérald Darmanin, ministre de l’Action et des comptes publics,lance un appel à la solidarité nationale…",True,AllanBARTE
2020-03-31 23:50:35,M2bliquis,83,"RT @gayregis: #ConfinementJour15

En venant consulter sa psychiatre, un patient au RSA écope d'une amende de 135 euros pour avoir «mal remp…",True,gayregis
2020-03-31 23:49:24,albeauvaischiva,1,"Un médecin sortant du bloc de #Réa témoigne, la voix tressaillante.

Il dit la vérité, le gouvernement a failli et… https://t.co/FgrD1c6K9G",False,False
2020-03-31 23:49:08,KamaX_PSG,501,"RT @R_DeCastelnau: Ah bon ? À écouter Macron, Cymès et Cohn Bendit etc... je croyais que les français étaient tous des dénonciateurs pétain…",True,R_DeCastelnau
2020-03-31 23:49:02,nicolasberrod,0,#ConfinementJour15 🙈 https://t.co/XqsO7YFL8U,False,False
2020-03-31 23:44:31,philippebuton,780,"RT @R_DeCastelnau: Si je vous dis que vous êtes une imbécile d'envergure, c'est pour vous forcer à fermer votre gueule !
Mais vous ne compr…",True,R_DeCastelnau
2020-03-31 23:43:14,WoodParis2,103,"RT @infofrance2: 🇫🇷 / 🇮🇹 Quels sont les avantages du masque de plongée #Decathlon adapté par les soignants français et italiens ?

#JT20h #…",True,infofrance2
2020-03-31 23:42:38,fleurfloriane,780,"RT @R_DeCastelnau: Si je vous dis que vous êtes une imbécile d'envergure, c'est pour vous forcer à fermer votre gueule !
Mais vous ne compr…",True,R_DeCastelnau
2020-03-31 23:42:14,tom_bessac,15,RT @rienoftheworld: Les FaceTime pendant le confinement #COVID19 #coronavirus    #ToryLanez #CONFINEMENTJOUR15  #quarantineradio https://t.…,True,rienoftheworld
2020-03-31 23:42:08,RaultFrancois,26,RT @mompontet: Je m’apprête à descendre mes poubelles et je suis dans le même état d’esprit qu’un cosmonaute s’apprêtant à sortir dans l’es…,True,mompontet
2020-03-31 23:41:51,lewis_paker,780,"RT @R_DeCastelnau: Si je vous dis que vous êtes une imbécile d'envergure, c'est pour vous forcer à fermer votre gueule !
Mais vous ne compr…",True,R_DeCastelnau
2020-03-31 23:41:19,_fyr,681,"RT @AllanBARTE: Donnez dododoOnnez…

Gérald Darmanin, ministre de l’Action et des comptes publics,lance un appel à la solidarité nationale…",True,AllanBARTE
2020-03-31 23:40:49,Patrici32742753,780,"RT @R_DeCastelnau: Si je vous dis que vous êtes une imbécile d'envergure, c'est pour vous forcer à fermer votre gueule !
Mais vous ne compr…",True,R_DeCastelnau
2020-03-31 23:40:39,spadassin54,29,RT @LePoint: Votez - La crise du coronavirus doit-elle remettre en cause le modèle libéral ? ➡ https://t.co/cwjVzDviJj #CONFINEMENTJOUR15,True,LePoint
2020-03-31 23:40:20,OPhilippePHI,780,"RT @R_DeCastelnau: Si je vous dis que vous êtes une imbécile d'envergure, c'est pour vous forcer à fermer votre gueule !
Mais vous ne compr…",True,R_DeCastelnau
2020-03-31 23:40:13,Aemiliess,0,#CORONAVIRUSENFRANCE #coronavirus #COVID19 #Italie #Trump #CONFINEMENTJOUR15 #COVID2019 #COVID19fr #COVID19france… https://t.co/8KqTQZhNrj,False,False
2020-03-31 23:40:01,Meli58493825,780,"RT @R_DeCastelnau: Si je vous dis que vous êtes une imbécile d'envergure, c'est pour vous forcer à fermer votre gueule !
Mais vous ne compr…",True,R_DeCastelnau
2020-03-31 23:39:23,lszcznski,15,RT @rienoftheworld: Les FaceTime pendant le confinement #COVID19 #coronavirus    #ToryLanez #CONFINEMENTJOUR15  #quarantineradio https://t.…,True,rienoftheworld
2020-03-31 23:39:08,NeoSting,681,"RT @AllanBARTE: Donnez dododoOnnez…

Gérald Darmanin, ministre de l’Action et des comptes publics,lance un appel à la solidarité nationale…",True,AllanBARTE
2020-03-31 23:39:06,rienoftheworld,15,Les FaceTime pendant le confinement #COVID19 #coronavirus    #ToryLanez #CONFINEMENTJOUR15  #quarantineradio https://t.co/4gmfp4SfOs,False,False
2020-03-31 23:36:53,Gekko75Traveler,780,"RT @R_DeCastelnau: Si je vous dis que vous êtes une imbécile d'envergure, c'est pour vous forcer à fermer votre gueule !
Mais vous ne compr…",True,R_DeCastelnau
2020-03-31 23:35:54,newsolog,103,"RT @infofrance2: 🇫🇷 / 🇮🇹 Quels sont les avantages du masque de plongée #Decathlon adapté par les soignants français et italiens ?

#JT20h #…",True,infofrance2
2020-03-31 23:35:38,corda_andr,780,"RT @R_DeCastelnau: Si je vous dis que vous êtes une imbécile d'envergure, c'est pour vous forcer à fermer votre gueule !
Mais vous ne compr…",True,R_DeCastelnau
2020-03-31 23:34:55,Nanoandro,780,"RT @R_DeCastelnau: Si je vous dis que vous êtes une imbécile d'envergure, c'est pour vous forcer à fermer votre gueule !
Mais vous ne compr…",True,R_DeCastelnau
