,username,user_retweeted,timestamp,count_rt,text,count_rt_day,count_t_day
0,Galvzerrr,NoamCartozo,2020-03-28 23:59:40,72,"RT @NoamCartozo: J'ai encore rêvé d'elle - Il était une fois version #confinement 

@francebleu @francebleuparis @radiocheriefm @nostalgief…",2,1
3,Rausteen_,NoamCartozo,2020-03-28 23:57:37,72,"RT @NoamCartozo: J'ai encore rêvé d'elle - Il était une fois version #confinement 

@francebleu @francebleuparis @radiocheriefm @nostalgief…",2,1
