,username,user_retweeted,timestamp,count_rt,text,count_rt_day,count_t_day
0,JennyLionne,citeofrance,2020-04-02 23:59:16,1407,"RT @citeofrance: 😷📦🍃 On fait quoi de nos #déchets pendant le #confinement ? Est-ce qu'on peut encore #trier ?
Voici quelques recommandation…",2,1
8,edestinyhope,citeofrance,2020-04-02 23:51:42,1407,"RT @citeofrance: 😷📦🍃 On fait quoi de nos #déchets pendant le #confinement ? Est-ce qu'on peut encore #trier ?
Voici quelques recommandation…",2,1
