,username,user_retweeted,timestamp,count_rt,text,count_rt_day,count_t_day
2,AlchimisteM,BVoltaire,2020-04-03 23:58:54,967,"RT @BVoltaire: À l'heure du confinement général : que fait Brune Poirson ""en visite privée"" dans le sud de la France ?  #BrunePoirson #Conf…",2,1
3,Titians20,BVoltaire,2020-04-03 23:58:34,967,"RT @BVoltaire: À l'heure du confinement général : que fait Brune Poirson ""en visite privée"" dans le sud de la France ?  #BrunePoirson #Conf…",2,1
