,username,user_retweeted,timestamp,count_rt,text,count_rt_day,count_t_day
0,cgpdsbd,parisvisites,2020-03-29 23:59:48,115,RT @parisvisites: Rare : On connaît la place Charles de Gaulle et les Champs-Elysées mais #confinement oblige : de haut et vide... #Paris #…,2,1
5,MonsieurP10,parisvisites,2020-03-29 23:55:11,115,RT @parisvisites: Rare : On connaît la place Charles de Gaulle et les Champs-Elysées mais #confinement oblige : de haut et vide... #Paris #…,2,1
